group,member,raw_final_score,raw_rank_ic,raw_annual_excess,raw_one_minus_turnover,ewma_final_score,ewma_rank_ic,ewma_annual_excess,ewma_one_minus_turnover
c0_w128_interleaved_temperature,seed_2026,0.3351482684993953,0.05892442177827427,0.16943679331315975,0.8691582059804589,0.3379176231414077,0.04885632475641854,0.15519851591552095,0.9060517948806135
c0_w128_interleaved_temperature,seed_2027,0.3166013566140786,0.055209882556335896,0.14572107695650108,0.8360036016819797,0.3267290033678079,0.04554279132124725,0.13486267630562035,0.8935102798254096
c0_w128_interleaved_temperature,seed_2028,0.33527497103071624,0.0602880521738838,0.17032527287234672,0.8668738943315292,0.33881643812374285,0.0498746209085707,0.15863671039306257,0.9042519221413194
c0_w128_interleaved_temperature,three_seed_equal_rank_ensemble,0.33070469985967454,0.058996813332758,0.16676630942080864,0.8569202723344291,0.3379107659278124,0.04856092859259833,0.16243277646750284,0.8991885385017406
